@ref(networkElement)|@const(IpagDevice)class
@index(PE_Device)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|device_model|device_name|device_role|device_sub_role|device_type|ipaddress|loopback10_ipaddr|loopback_ipaddr|mcn|provision_status|ptnii|savpn_siteid|snmpcom_string|subscriber_name
12.122.8.32|12.122.8.32|12.122.8.32|||GFPIP|true|||PHMAZ22CRS|||BR|12.122.8.32|12.122.8.32|||||||
8.8.0.169|8.8.0.169|8.8.0.169|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVHVCP1|IPAG1||JUNIPER MX SERIES|12.81.161.183|12.123.76.68|8.8.0.169||IN-SERVICE|CRENV302IA1|||
12.122.8.40|12.122.8.40|12.122.8.40|||GFPIP|true|||KC9MO22CRS|||BR|12.122.8.40|12.122.8.40|||||||
150.0.0.212|150.0.0.212|150.0.0.212|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMAA01|IPAG1||JUNIPER MX SERIES|10.204.241.254|12.122.130.24|150.0.0.212||IN-SERVICE|CRCNV329IA1|||
12.122.123.143|12.122.123.143|12.122.123.143|||GFPIP|true|||ATTGA301RR5|||RR|12.122.123.143|12.122.123.143|||||||
165.87.245.79|165.87.245.79|165.87.245.79|||GFPIP|true|||MAMFL001ME2|||AR|165.87.245.79|165.87.245.79|||||||
165.87.253.171|165.87.253.171|165.87.253.171|||GFPIP|true|||DEDSDF1002ME2|||AR|165.87.253.171|165.87.253.171|||||||
149.9.0.5|149.9.0.5|149.9.0.5|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|ANSOCT12902|IPAG1||JUNIPER MX SERIES|10.204.241.153|12.122.129.188|149.9.0.5||IN-SERVICE|ANACT301IA1|||
8.8.0.152|8.8.0.152|8.8.0.152|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAPA6|IPAG1||JUNIPER MX SERIES|12.81.161.156|12.123.76.41|8.8.0.152||IN-SERVICE|DYCFL307IA1|||
32.119.208.124|32.119.208.124|32.119.208.124|||GFPIP|true|||GBLOND1002ME2|||AR|32.119.208.124|32.119.208.124|||||||
8.8.0.147|8.8.0.147|8.8.0.147|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAA53W|IPAG1||JUNIPER MX SERIES|12.81.161.146|12.123.76.31|8.8.0.147||IN-SERVICE|CRDNV304IA1|||
32.119.164.204|32.119.164.204|32.119.164.204|||GFPIP|true|||INCHNN1002ME2|||AR|32.119.164.204|32.119.164.204|||||||
12.82.70.6|12.82.70.6|12.82.70.6|||GFPIP|true|||||||12.82.70.6|12.82.70.6|||||121||
12.82.86.29|12.82.86.29|12.82.86.29|||GFPIP|true|||||||12.82.86.29|12.82.86.29|||||1065||
12.82.40.133|12.82.40.133|12.82.40.133|||GFPIP|true|||||||12.82.40.133|12.82.40.133|||||||
165.87.125.234|165.87.125.234|165.87.125.234|||GFPIP|true|||INBMBA1002ME2|||AR|165.87.125.234|165.87.125.234|||||||
12.82.129.1|12.82.129.1|12.82.129.1|||GFPIP|true|||||||12.82.129.1|12.82.129.1|||||||
12.82.24.92|12.82.24.92|12.82.24.92|||GFPIP|true|||||||12.82.24.92|12.82.24.92|||||||
12.82.80.22|12.82.80.22|12.82.80.22|||GFPIP|true|||||||12.82.80.22|12.82.80.22|||||779||
12.82.54.1|12.82.54.1|12.82.54.1|||GFPIP|true|||||||12.82.54.1|12.82.54.1|||||||
12.82.55.7|12.82.55.7|12.82.55.7|||GFPIP|true|||||||12.82.55.7|12.82.55.7|||||||
12.82.90.19|12.82.90.19|12.82.90.19|||GFPIP|true|||||||12.82.90.19|12.82.90.19|||||781||
12.82.122.3|12.82.122.3|12.82.122.3|||GFPIP|true|||||||12.82.122.3|12.82.122.3|||||1177||
12.82.82.5|12.82.82.5|12.82.82.5|||GFPIP|true|||||||12.82.82.5|12.82.82.5|||||343||
12.82.50.68|12.82.50.68|12.82.50.68|||GFPIP|true|||||||12.82.50.68|12.82.50.68|||||||
12.82.40.25|12.82.40.25|12.82.40.25|||GFPIP|true|||||||12.82.40.25|12.82.40.25|||||472||
12.82.114.7|12.82.114.7|12.82.114.7|||GFPIP|true|||||||12.82.114.7|12.82.114.7|||||||
12.82.118.8|12.82.118.8|12.82.118.8|||GFPIP|true|||||||12.82.118.8|12.82.118.8|||||917||
12.82.86.6|12.82.86.6|12.82.86.6|||GFPIP|true|||||||12.82.86.6|12.82.86.6|||||136||
12.82.109.6|12.82.109.6|12.82.109.6|||GFPIP|true|||||||12.82.109.6|12.82.109.6|||||||
12.82.0.49|12.82.0.49|12.82.0.49|||GFPIP|true|||||||12.82.0.49|12.82.0.49|||||797||
12.82.0.3|12.82.0.3|12.82.0.3|||GFPIP|true|||||||12.82.0.3|12.82.0.3|||||827||
12.82.72.27|12.82.72.27|12.82.72.27|||GFPIP|true|||||||12.82.72.27|12.82.72.27|||||1014||
12.82.16.97|12.82.16.97|12.82.16.97|||GFPIP|true|||||||12.82.16.97|12.82.16.97|||||||
12.82.114.24|12.82.114.24|12.82.114.24|||GFPIP|true|||||||12.82.114.24|12.82.114.24|||||||
12.82.8.96|12.82.8.96|12.82.8.96|||GFPIP|true|||||||12.82.8.96|12.82.8.96|||||||
12.82.16.54|12.82.16.54|12.82.16.54|||GFPIP|true|||||||12.82.16.54|12.82.16.54|||||702||
12.82.32.12|12.82.32.12|12.82.32.12|||GFPIP|true|||||||12.82.32.12|12.82.32.12|||||368||
12.82.100.13|12.82.100.13|12.82.100.13|||GFPIP|true|||||||12.82.100.13|12.82.100.13|||||994||
12.82.8.19|12.82.8.19|12.82.8.19|||GFPIP|true|||||||12.82.8.19|12.82.8.19|||||||
12.82.60.30|12.82.60.30|12.82.60.30|||GFPIP|true|||||||12.82.60.30|12.82.60.30|||||3049||
12.82.72.9|12.82.72.9|12.82.72.9|||GFPIP|true|||||||12.82.72.9|12.82.72.9|||||225||
12.82.66.8|12.82.66.8|12.82.66.8|||GFPIP|true|||||||12.82.66.8|12.82.66.8|||||||
12.82.90.4|12.82.90.4|12.82.90.4|||GFPIP|true|||||||12.82.90.4|12.82.90.4|||||249||
12.82.110.1|12.82.110.1|12.82.110.1|||GFPIP|true|||||||12.82.110.1|12.82.110.1|||||3055||
12.82.108.4|12.82.108.4|12.82.108.4|||GFPIP|true|||||||12.82.108.4|12.82.108.4|||||3101||
12.82.74.17|12.82.74.17|12.82.74.17|||GFPIP|true|||||||12.82.74.17|12.82.74.17|||||180||
12.82.144.6|12.82.144.6|12.82.144.6|||GFPIP|true|||||||12.82.144.6|12.82.144.6|||||||
12.82.146.18|12.82.146.18|12.82.146.18|||GFPIP|true|||||||12.82.146.18|12.82.146.18|||||||
12.82.40.130|12.82.40.130|12.82.40.130|||GFPIP|true|||||||12.82.40.130|12.82.40.130|||||||
12.82.117.1|12.82.117.1|12.82.117.1|||GFPIP|true|||||||12.82.117.1|12.82.117.1|||||||
12.82.16.6|12.82.16.6|12.82.16.6|||GFPIP|true|||||||12.82.16.6|12.82.16.6|||||15||
12.82.16.33|12.82.16.33|12.82.16.33|||GFPIP|true|||||||12.82.16.33|12.82.16.33|||||115||
12.82.8.5|12.82.8.5|12.82.8.5|||GFPIP|true|||||||12.82.8.5|12.82.8.5|||||271||
12.82.24.56|12.82.24.56|12.82.24.56|||GFPIP|true|||||||12.82.24.56|12.82.24.56|||||791||
12.82.62.2|12.82.62.2|12.82.62.2|||GFPIP|true|||||||12.82.62.2|12.82.62.2|||||1049||
12.82.58.6|12.82.58.6|12.82.58.6|||GFPIP|true|||||||12.82.58.6|12.82.58.6|||||||
12.82.118.10|12.82.118.10|12.82.118.10|||GFPIP|true|||||||12.82.118.10|12.82.118.10|||||843||
12.123.70.118|12.123.70.118|12.123.70.118|EGS-CFO|EGS|||||sknwa302me1||||||||||||
12.82.24.27|12.82.24.27|12.82.24.27|||GFPIP|true|||||||12.82.24.27|12.82.24.27|||||910||
12.123.67.28|12.123.67.28|12.123.67.28|EGS-CFO|EGS|||||clboh302me1||||||||||||
12.82.84.12|12.82.84.12|12.82.84.12|||GFPIP|true|||||||12.82.84.12|12.82.84.12|||||327||
12.123.70.116|12.123.70.116|12.123.70.116|EGS-CFO|EGS|||||btmmd304me1||||||||||||
165.87.136.2|165.87.136.2|165.87.136.2|EGS-CFO|EGS|||||JPTOKY1002CR1||||||||||||
12.122.125.176|12.122.125.176|12.122.125.176|EGS-CFO|EGS|||||sd2ca34ck4||||||||||||
12.123.70.119|12.123.70.119|12.123.70.119|EGS-CFO|EGS|||||tlsok303me1||||||||||||
12.122.124.1|12.122.124.1|12.122.124.1|EGS-CFO|EGS|||||attga49ck4||||||||||||
12.123.70.184|12.123.70.184|12.123.70.184|EGS-CFO|EGS|||||ok3ca301me1||||||||||||
165.87.246.179|165.87.246.179|165.87.246.179|EGS-CFO|EGS|||||CAVANC1001ER1||||||||||||
165.87.177.1|165.87.177.1|165.87.177.1|EGS-CFO|EGS|||||GBPOLE1001CR1||||||||||||
165.87.245.53|165.87.245.53|165.87.245.53|EGS-CFO|EGS|||||BRHORT1001CR1||||||||||||
32.119.158.137|32.119.158.137|32.119.158.137|EGS-CFO|EGS|||||DEDSDF1002ER1||||||||||||
12.123.70.63|12.123.70.63|12.123.70.63|EGS-CFO|EGS|||||cgcil308me1||||||||||||
165.87.246.180|165.87.246.180|165.87.246.180|EGS-CFO|EGS|||||CAMTRM1001ER1||||||||||||
12.123.67.63|12.123.67.63|12.123.67.63|EGS-CFO|EGS|||||mpsmn304me1||||||||||||
10.0.32.65|10.0.32.65|10.0.32.65|||OEW-VPLS|true||JUNIPER MX960|ATTGA302VR1|||VR1|12.122.126.197|10.0.35.82|10.0.32.65||PROV|||currentstring|
10.0.36.73|10.0.36.73|10.0.36.73|||OEW-VPLS|true||JUNIPER MX960|HS1TX302VR1|||adtran 500 series|12.122.126.210|10.0.35.101|10.0.36.73||PROV|||cbbsnmp|
12.122.8.158|12.122.8.158|12.122.8.158|||GFPIP|true|||WSWDC86CRS|||BR|12.122.8.158|12.122.8.158|||||||
12.123.80.28|12.123.80.28|12.123.80.28|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|CRCYNVAA7IP|IPAG2||JUNIPER MX SERIES|12.122.122.54|12.123.136.34|12.123.80.28||IN-SERVICE|CRANV301IA2|||
10.0.36.17|10.0.36.17|10.0.36.17|||OEW-VPLS|true||JUNIPER MX960|SFFCA308VR1|||VR1|148.2.0.77|143.0.96.113|10.0.36.17||PROV|||cbbsnmp|
12.123.80.144|12.123.80.144|12.123.80.144|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL32IK1|IPAG1||JUNIPER MX SERIES|12.122.122.178|12.122.128.52|12.123.80.144||IN-SERVICE|ORGFL361IA1|||
10.204.76.1|10.204.76.1|10.204.76.1|||OEW-VPLS|true||JUNIPER MX960|PTDOR303VR1|||VR1|148.0.129.241|12.122.115.34|10.204.76.1||PROV|||cbbsnmp|
10.204.242.200|10.204.242.200|10.204.242.200|||OEW-SROUTER|true||CISCO 3560V2 54 P EI HUB - NM|ORMFL62HU4|||HU4|10.204.242.200||10.204.242.200||PROV|||cbbsnmp|
12.80.72.129|12.80.72.129|12.80.72.129|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAI10|IPAG1||JUNIPER MX SERIES|10.204.247.140|12.123.75.229|12.80.72.129||IN-SERVICE|RLFNC351IA1|||
12.80.72.67|12.80.72.67|12.80.72.67|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAJK9|IPAG2||JUNIPER MX SERIES|10.204.247.69|12.123.75.158|12.80.72.67||IN-SERVICE|RLFNC306IB2|||
12.80.72.39|12.80.72.39|12.80.72.39|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAUK2|IPAG1||JUNIPER MX SERIES|10.204.247.37|12.123.75.126|12.80.72.39||IN-SERVICE|RLFNC311IA1|||
12.123.80.15|12.123.80.15|12.123.80.15|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL321IP|IPAG1||JUNIPER MX SERIES|12.122.121.15|12.123.136.24|12.123.80.15||IN-SERVICE|ORGFL307IA1|||
12.80.72.35|12.80.72.35|12.80.72.35|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAXI2|IPAG2||JUNIPER MX SERIES|10.204.247.33|12.123.75.122|12.80.72.35||IN-SERVICE|RLFNC303IB2|||
143.0.24.7|143.0.24.7|143.0.24.7|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMB089|IPAG1||JUNIPER MX SERIES|10.204.243.137|12.122.131.128|143.0.24.7||IN-SERVICE|DYDFL314IA3|||
143.0.24.53|143.0.24.53|143.0.24.53|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|SNFCCA06405|IPAG2||JUNIPER MX SERIES|10.204.243.192|12.122.131.179|143.0.24.53||IN-SERVICE|SANCA303IA2|||
12.82.74.12|12.82.74.12|12.82.74.12|||GFPIP|true|||||||12.82.74.12|12.82.74.12|||||176||
12.82.55.5|12.82.55.5|12.82.55.5|||GFPIP|true|||||||12.82.55.5|12.82.55.5|||||||
12.82.40.99|12.82.40.99|12.82.40.99|||GFPIP|true|||||||12.82.40.99|12.82.40.99|||||3017||
12.82.24.53|12.82.24.53|12.82.24.53|||GFPIP|true|||||||12.82.24.53|12.82.24.53|||||1035||
12.82.82.18|12.82.82.18|12.82.82.18|||GFPIP|true|||||||12.82.82.18|12.82.82.18|||||353||
12.82.40.122|12.82.40.122|12.82.40.122|||GFPIP|true|||||||12.82.40.122|12.82.40.122|||||3025||
12.122.124.22|12.122.124.22|12.122.124.22|EGS-CFO|EGS|||||attga52ck4||||||||||||
12.82.104.24|12.82.104.24|12.82.104.24|||GFPIP|true|||||||12.82.104.24|12.82.104.24|||||975||
12.122.83.82|12.122.83.82|12.122.83.82|EGS-CFO|EGS|||||la2ca36ck4||||||||||||
165.87.125.137|165.87.125.137|165.87.125.137|EGS-CFO|EGS|||||INCHNN1002CR1||||||||||||
12.123.70.89|12.123.70.89|12.123.70.89|EGS-CFO|EGS|||||gdrmi302me1||||||||||||
12.82.16.35|12.82.16.35|12.82.16.35|||GFPIP|true|||||||12.82.16.35|12.82.16.35|||||109||
12.123.70.179|12.123.70.179|12.123.70.179|EGS-CFO|EGS|||||cgcil312me1||||||||||||
12.82.16.1|12.82.16.1|12.82.16.1|||GFPIP|true|||||||12.82.16.1|12.82.16.1|||||3104||
12.82.114.14|12.82.114.14|12.82.114.14|||GFPIP|true|||||||12.82.114.14|12.82.114.14|||||3014||
135.184.197.112|135.184.197.112|135.184.197.112|EGS-CFO|EGS|||||dtrtmiegs02-c6513||||||||||||
12.82.126.192|12.82.126.192|12.82.126.192|||GFPIP|true|||||||12.82.126.192|12.82.126.192|||||3068||
12.123.67.53|12.123.67.53|12.123.67.53|EGS-CFO|EGS|||||ftwtx301me1||||||||||||
12.123.71.9|12.123.71.9|12.123.71.9|EGS-CFO|EGS|||||rlgnc308me1||||||||||||
12.123.141.16|12.123.141.16|12.123.141.16|EGS-CFO|EGS|||||ltrar35ck4||||||||||||
165.87.206.1|165.87.206.1|165.87.206.1|EGS-CFO|EGS|||||GBMNCH1081CR1||||||||||||
12.122.120.160|12.122.120.160|12.122.120.160|EGS-CFO|EGS|||||clboh35ck4||||||||||||
12.123.71.99|12.123.71.99|12.123.71.99|EGS-CFO|EGS|||||miwwi306me1||||||||||||
12.123.71.91|12.123.71.91|12.123.71.91|EGS-CFO|EGS|||||mdswi308me1||||||||||||
12.122.124.227|12.122.124.227|12.122.124.227|EGS-CFO|EGS|||||hs1tx52ck4||||||||||||
12.122.8.103|12.122.8.103|12.122.8.103|||GFPIP|true|||SL9MO83CRS|||BR|12.122.8.103|12.122.8.103|||||||
12.123.71.154|12.123.71.154|12.123.71.154|EGS-CFO|EGS|||||dlstx314me1||||||||||||
12.122.8.131|12.122.8.131|12.122.8.131|||GFPIP|true|||PHLPA83CRS|||BR|12.122.8.131|12.122.8.131|||||||
12.122.8.69|12.122.8.69|12.122.8.69|||GFPIP|true|||FTWTX81CRS|||BR|12.122.8.69|12.122.8.69|||||||
12.123.70.44|12.123.70.44|12.123.70.44|EGS-CFO|EGS|||||rlgnc305me1||||||||||||
10.0.40.7|10.0.40.7|10.0.40.7|||OEW-VPLS|true||JUNIPER MX960|SLKUT301VR1|||VR1|148.0.129.228|10.0.35.123|10.0.40.7||CAPPED|||cbbsnmp|
32.119.158.117|32.119.158.117|32.119.158.117|EGS-CFO|EGS|||||GBLOND1005ER1||||||||||||
10.0.36.78|10.0.36.78|10.0.36.78|||OEW-VPLS|true||JUNIPER MX960|HS1TX307VR1|||VR1|148.0.129.255|10.0.35.125|10.0.36.78||PROV|||cbbsnmp|
165.87.125.142|165.87.125.142|165.87.125.142|EGS-CFO|EGS|||||JPOSAK1001CR1||||||||||||
12.122.127.1|12.122.127.1|12.122.127.1|EGS-CFO|EGS|||||brhal31ck4||||||||||||
12.80.72.9|12.80.72.9|12.80.72.9|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|HNNGTN03Y11|IPAG1||JUNIPER MX SERIES|10.204.246.238|12.123.75.73|12.80.72.9||IN-SERVICE|HNATN301IA1|||
12.122.124.33|12.122.124.33|12.122.124.33|EGS-CFO|EGS|||||auttx33ck4||||||||||||
143.0.24.102|143.0.24.102|143.0.24.102|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMA660|IPAG1||JUNIPER MX SERIES|10.204.243.241|12.122.131.228|143.0.24.102||IN-SERVICE|DYAFL347IA3|||
12.82.88.10|12.82.88.10|12.82.88.10|||GFPIP|true|||||||12.82.88.10|12.82.88.10|||||437||
143.0.68.167|143.0.68.167|143.0.68.167|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAN1Q|IPAG1||JUNIPER MX SERIES|10.204.243.39|12.122.131.30|143.0.68.167||IN-SERVICE|DYAFL328IA3|||
12.80.72.19|12.80.72.19|12.80.72.19|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAH03|IPAG1||JUNIPER MX SERIES|10.204.247.9|12.123.75.96|12.80.72.19||IN-SERVICE|RLFNC304IA1|||
143.0.68.241|143.0.68.241|143.0.68.241|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLANAC2|IPAG2||JUNIPER MX SERIES|10.204.243.115|12.122.131.105|143.0.68.241||IN-SERVICE|GSHFL306IA3|||
148.0.131.236|148.0.131.236|148.0.131.236|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|RENONVYANM2|IPAG1||JUNIPER MX SERIES|10.204.241.33|12.122.129.76|148.0.131.236||IN-SERVICE|REANV310IA1|||
12.82.0.82|12.82.0.82|12.82.0.82|||GFPIP|true|||||||12.82.0.82|12.82.0.82|||||1145||
12.82.0.70|12.82.0.70|12.82.0.70|||GFPIP|true|||||||12.82.0.70|12.82.0.70|||||1022||
12.82.8.29|12.82.8.29|12.82.8.29|||GFPIP|true|||||||12.82.8.29|12.82.8.29|||||610||
12.82.40.56|12.82.40.56|12.82.40.56|||GFPIP|true|||||||12.82.40.56|12.82.40.56|||||420||
12.82.40.101|12.82.40.101|12.82.40.101|||GFPIP|true|||||||12.82.40.101|12.82.40.101|||||956||
12.82.88.14|12.82.88.14|12.82.88.14|||GFPIP|true|||||||12.82.88.14|12.82.88.14|||||544||
12.82.63.5|12.82.63.5|12.82.63.5|||GFPIP|true|||||||12.82.63.5|12.82.63.5|||||||
12.82.82.25|12.82.82.25|12.82.82.25|||GFPIP|true|||||||12.82.82.25|12.82.82.25|||||914||
12.82.80.8|12.82.80.8|12.82.80.8|||GFPIP|true|||||||12.82.80.8|12.82.80.8|||||239||
12.82.16.46|12.82.16.46|12.82.16.46|||GFPIP|true|||||||12.82.16.46|12.82.16.46|||||720||
12.82.102.12|12.82.102.12|12.82.102.12|||GFPIP|true|||||||12.82.102.12|12.82.102.12|||||213||
12.82.138.7|12.82.138.7|12.82.138.7|||GFPIP|true|||||||12.82.138.7|12.82.138.7|||||||
12.82.82.23|12.82.82.23|12.82.82.23|||GFPIP|true|||||||12.82.82.23|12.82.82.23|||||916||
165.87.245.43|165.87.245.43|165.87.245.43|EGS-CFO|EGS|||||VECRCS1001CR1||||||||||||
12.82.8.15|12.82.8.15|12.82.8.15|||GFPIP|true|||||||12.82.8.15|12.82.8.15|||||287||
12.82.84.18|12.82.84.18|12.82.84.18|||GFPIP|true|||||||12.82.84.18|12.82.84.18|||||||
12.82.76.9|12.82.76.9|12.82.76.9|||GFPIP|true|||||||12.82.76.9|12.82.76.9|||||156||
165.87.245.87|165.87.245.87|165.87.245.87|EGS-CFO|EGS|||||COBOGT1001CR1||||||||||||
12.122.124.21|12.122.124.21|12.122.124.21|EGS-CFO|EGS|||||nsvtn32ck4||||||||||||
12.122.8.90|12.122.8.90|12.122.8.90|||GFPIP|true|||PITPA82CRS|||BR|12.122.8.90|12.122.8.90|||||||
206.13.7.48|206.13.7.48|206.13.7.48|||GFPIP|true|||PLSCA82CRS|||BR|206.13.7.48|206.13.7.48|||||||
165.87.24.6|165.87.24.6|165.87.24.6|EGS-CFO|EGS|||||CATORO1101ER1||||||||||||
165.87.208.66|165.87.208.66|165.87.208.66|EGS-CFO|EGS|||||FRPARI1101ER1||||||||||||
12.122.8.94|12.122.8.94|12.122.8.94|||GFPIP|true|||WSWDC84CRS|||BR|12.122.8.94|12.122.8.94|||||||
12.123.67.236|12.123.67.236|12.123.67.236|EGS-CFO|EGS|||||pitpa301me1||||||||||||
12.122.125.225|12.122.125.225|12.122.125.225|EGS-CFO|EGS|||||sknwa31ck4||||||||||||
12.123.70.61|12.123.70.61|12.123.70.61|EGS-CFO|EGS|||||hs1tx307me1||||||||||||
12.123.67.27|12.123.67.27|12.123.67.27|EGS-CFO|EGS|||||cb1ma303me1||||||||||||
165.87.129.1|165.87.129.1|165.87.129.1|EGS-CFO|EGS|||||AUSYDN1001CR1||||||||||||
10.0.36.5|10.0.36.5|10.0.36.5|||OEW-VPLS|true||JUNIPER MX960|SFFCA303VR1|||VR1|12.122.126.227|10.0.35.118|10.0.36.5||PROV|||cbbsnmp|
10.0.38.50|10.0.38.50|10.0.38.50|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMAJOB|IPAG1||JUNIPER MX SERIES|10.204.241.121|12.122.129.156|10.0.38.50||IN-SERVICE|ORMFL332IA1|||
12.123.80.103|12.123.80.103|12.123.80.103|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|STAGFLMM60Q|IPAG1||JUNIPER MX SERIES|12.122.122.137|12.122.128.12|12.123.80.103||IN-SERVICE|STAFL325IA1|||
12.123.80.115|12.123.80.115|12.123.80.115|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAA4IP|IPAG1||JUNIPER MX SERIES|12.122.122.149|12.122.128.24|12.123.80.115||IN-SERVICE|CRANV313IA1|||
12.123.225.12|12.123.225.12|12.123.225.12|||OEW-SROUTER|true||CISCO 2821|SFFCA51NM9|||NM9|12.122.126.202||12.123.225.12||PROV|||cbbsnmp|
10.0.38.54|10.0.38.54|10.0.38.54|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA0E2|IPAG1||JUNIPER MX SERIES|10.204.241.128|12.122.129.163|10.0.38.54||IN-SERVICE|ORMFL336IA1|||
10.0.40.34|10.0.40.34|10.0.40.34|||OEW-VPLS|true||JUNIPER MX960|SL9MO303VR1|||VR1|148.0.129.187|143.0.96.3|10.0.40.34||CAPPED|||cbbsnmp|
12.122.72.160|12.122.72.160|12.122.72.160|||OEW-VPLS|true||JUNIPER MX960|NSVTN301VR1|||VR1|10.204.250.44|12.122.72.124|12.122.72.160||CAPPED|||cbbsnmp|
12.80.17.92|12.80.17.92|12.80.17.92|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|PNPKFLBV32A|IPAG1||JUNIPER MX SERIES|10.204.245.213|14.0.0.20|12.80.17.92||IN-SERVICE|PNDFL301IA1|||
143.0.68.174|143.0.68.174|143.0.68.174|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|DYBHFLMCV03|IPAG2||JUNIPER MX SERIES|10.204.243.46|12.122.131.37|143.0.68.174||IN-SERVICE|DYCFL301IA2|||
12.80.84.13|12.80.84.13|12.80.84.13|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCA020JW|IPAG1||JUNIPER MX SERIES|10.204.246.239|12.123.75.74|12.80.84.13||IN-SERVICE|SNACA319IA3|||
12.80.4.12|12.80.4.12|12.80.4.12|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMOP2Z|IPAG1||JUNIPER MX SERIES|10.204.246.158|12.123.75.1|12.80.4.12||IN-SERVICE|RLGNC306IA1|||
143.0.68.208|143.0.68.208|143.0.68.208|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|GSVLFLAN1EB|IPAG2||JUNIPER MX SERIES|10.204.243.82|12.122.131.72|143.0.68.208||IN-SERVICE|GSHFL302IA2|||
149.0.3.159|149.0.3.159|149.0.3.159|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCAAJA1D|IPAG1||JUNIPER MX SERIES|10.204.242.78|12.122.130.75|149.0.3.159||IN-SERVICE|SNZCA301IA1|||
143.0.68.57|143.0.68.57|143.0.68.57|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAAD5R|IPAG1||JUNIPER MX SERIES|143.1.33.46|147.0.0.44|143.0.68.57||IN-SERVICE|CRANV396IA1|||
12.123.80.74|12.123.80.74|12.123.80.74|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|STAGFLMM46S|IPAG2||JUNIPER MX SERIES|12.122.122.100|12.123.136.79|12.123.80.74||IN-SERVICE|STAFL306IA2|||
143.0.68.68|143.0.68.68|143.0.68.68|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMA0U1|IPAG1||JUNIPER MX SERIES|143.1.33.55|147.0.0.53|143.0.68.68||IN-SERVICE|CRCNV386IA1|||
14.0.1.70|14.0.1.70|14.0.1.70|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLMAS1S|IPAG1||JUNIPER MX SERIES|10.204.245.247|14.1.0.14|14.0.1.70||IN-SERVICE|GSAFL303IA1|||
149.9.0.25|149.9.0.25|149.9.0.25|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|JCVLFLSJNN0|IPAG2||JUNIPER MX SERIES|10.204.241.175|12.122.129.210|149.9.0.25||IN-SERVICE|JCBFL301IA2|||
150.0.0.59|150.0.0.59|150.0.0.59|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|SNJSCA020DW|IPAG2||JUNIPER MX SERIES|12.122.123.127|12.122.128.201|150.0.0.59||IN-SERVICE|SNACA309IA2|||
150.0.0.154|150.0.0.154|150.0.0.154|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|DYBHFLMAI35|IPAG2||JUNIPER MX SERIES|10.204.241.98|12.122.129.133|150.0.0.154||IN-SERVICE|DYAFL311IA2|||
143.0.68.249|143.0.68.249|143.0.68.249|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLANDS1|IPAG1||JUNIPER MX SERIES|10.204.243.123|12.122.131.113|143.0.68.249||IN-SERVICE|GSHFL308IA3|||
149.9.0.27|149.9.0.27|149.9.0.27|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAW27|IPAG1||JUNIPER MX SERIES|10.204.242.44|12.122.129.236|149.9.0.27||IN-SERVICE|DYAFL316IA1|||
